Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
1160102001,"Φόροι και τέλη δωρεών  γονικών και λοιπών παροχών",65.000.000,,
119,"Λοιποί τρέχοντες φόροι",1.343.000.000,,
11901,"Φόροι οχημάτων",1.219.000.000,,
1190101,"Τέλη κυκλοφορίας",1.214.000.000,,
1190101001,"Τέλη κυκλοφορίας",1.214.000.000,,
1190189,"Λοιπά τέλη και εισφορές στα οχήματα",5.000.000,,
1190189001,"Λοιπά τέλη και εισφορές στα οχήματα",5.000.000,,
11902,"Τρέχοντες φόροι επί κινητής περιουσίας",54.000.000,,
1190201,"Φόρος πολυτελούς διαβίωσης",54.000.000,,
1190201001,"Φόρος πολυτελούς διαβίωσης",54.000.000,,
11903,"Γενικές και ειδικές άδειες νοικοκυριών",53.000.000,,
1190301,"Έσοδα από ιατρικές εξετάσεις οδηγών",53.000.000,,
1190301001,"Έσοδα από ιατρικές εξετάσεις οδηγών",53.000.000,,
11909,"Διάφοροι άλλοι τρέχοντες φόροι",17.000.000,,
1190901,"Λοιπά μη ταξινομημένα φορολογικά έσοδα",17.000.000,,
1190901001,"Λοιπά μη ταξινομημένα φορολογικά έσοδα",17.000.000,,
12,"Κοινωνικές εισφορές",55.000.000,,
122,"Λοιπές κοινωνικές εισφορές",55.000.000,,
12201,"Εισφορές εργαζομένων",55.000.000,,
1220101,"Εισφορές εργαζομένων για συνταξιοδότηση από το Δημόσιο",3.000.000,,
1220101001,"Εισφορές εργαζομένων για συνταξιοδότηση από το Δημόσιο",3.000.000,,
1220102,"Εισφορές εργαζομένων για παροχές υγείας από το Δημόσιο",52.000.000,,
1220102001,"Εισφορές εργαζομένων για παροχές υγείας από το Δημόσιο",52.000.000,,
13,"Μεταβιβάσεις",3.880.000.000,,
131,"Τρέχουσες εγχώριες μεταβιβάσεις",44.000.000,,
13108,"Μεταβιβάσεις από λοιπά νομικά πρόσωπα",43.000.000,,
1310801,"Μέρισμα ΕΕΤΤ",25.000.000,,
1310801001,"Μέρισμα ΕΕΤΤ",25.000.000,,
1310889,"Λοιπές μεταβιβάσεις από νομικά πρόσωπα",18.000.000,,
1310889001,"Λοιπές μεταβιβάσεις από νομικά πρόσωπα",18.000.000,,
13109,"Λοιπές Μεταβιβάσεις",1.000.000,,
1310902,"Ποσά που βεβαιώνονται σε βάρος υπολόγων για ελλείμματα δημόσιων διαχειρίσεων",1.000.000,,
1310902001,"Ποσά που βεβαιώνονται σε βάρος υπολόγων για ελλείμματα δημόσιων διαχειρίσεων",1.000.000,,
132,"Τρέχουσες μεταβιβάσεις από οργανισμούς και κράτη-μέλη της Ε.Ε",269.000.000,,
13201,"Τρέχουσες μεταβιβάσεις από τα Κοινοτικά Ταμεία",15.000.000,,
1320189,"Λοιπές τρέχουσες μεταβιβάσεις από τα κοινοτικά ταμεία",15.000.000,,
1320189001,"Λοιπές τρέχουσες μεταβιβάσεις από τα κοινοτικά ταμεία",15.000.000,,
13202,"Τρέχουσες μεταβιβάσεις από τα Κράτη  Μέλη της Ε.Ε.",254.000.000,,
1320201,"Επιστροφή ποσών από Κεντρικές Τράπεζες της Ευρωζώνης (ANFA)",235.000.000,,
1320201001,"Επιστροφή ποσών από Κεντρικές Τράπεζες της Ευρωζώνης (ANFA)",235.000.000,,
1320202,"Επιστροφή ποσών από Κεντρικές Τράπεζες της Ευρωζώνης (SMP)",16.000.000,,
1320202001,"Επιστροφή ποσών από Κεντρικές Τράπεζες της Ευρωζώνης (SMP)",16.000.000,,
1320289,"Λοιπές τρέχουσες μεταβιβάσεις από τα κράτη-μέλη της Ε.Ε.",3.000.000,,
1320289001,"Λοιπές τρέχουσες μεταβιβάσεις από τα κράτη-μέλη της Ε.Ε.",3.000.000,,
134,"Επιχορηγήσεις επενδύσεων εσωτερικού",30.000.000,,
13409,"Λοιπές Επιχορηγήσεις επενδύσεων",30.000.000,,
1340901,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",30.000.000,,
1340901001,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",30.000.000,,
135,"Επιχορηγήσεις επενδύσεων από την Ε.Ε.",3.479.000.000,,
13501,"Επιχορηγήσεις επενδύσεων από κοινοτικά ταμεία",3.479.000.000,,
1350101,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.265.000.000,,
1350101001,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.265.000.000,,
1350103,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",470.000.000,,
1350103001,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",470.000.000,,
1350104,"Απολήψεις από το Ταμείο Συνοχής",702.000.000,,
1350104001,"Απολήψεις από το Ταμείο Συνοχής",702.000.000,,
1350106,"Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο",863.000.000,,
1350106001,"Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο",863.000.000,,
1350107,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",91.000.000,,
1350107001,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",91.000.000,,
1350108,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",38.000.000,,
1350108001,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",38.000.000,,
1350189,"Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων προγραμμάτων",50.000.000,,
1350189001,"Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων προγραμμάτων",50.000.000,,
139,"Λοιπές κεφαλαιακές μεταβιβάσεις",58.000.000,,
13901,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",41.000.000,,
1390101,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",35.000.000,,
1390101001,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",35.000.000,,
1390189,"Λοιπά έσοδα από καταπτώσεις εγγυήσεων",6.000.000,,
1390189001,"Λοιπά έσοδα από καταπτώσεις εγγυήσεων",6.000.000,,
13904,"Έσοδα από δωρεές",11.000.000,,
1390489,"Έσοδα από κάθε χαριστική πράξη υπέρ του Δημοσίου",11.000.000,,
1390489001,"Έσοδα από κάθε χαριστική πράξη υπέρ του Δημοσίου",11.000.000,,
13909,"Έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις",6.000.000,,
1390902,"Έσοδα από την περιέλευση αδρανών καταθέσεων στο Ελληνικό Δημόσιο",6.000.000,,
1390902001,"Έσοδα από την περιέλευση αδρανών καταθέσεων στο Ελληνικό Δημόσιο",6.000.000,,
14,"Πωλήσεις αγαθών και υπηρεσιών",692.000.000,,
141,"Πωλήσεις αγαθών",1.000.000,,
14101,"Πωλήσεις αγαθών",1.000.000,,
1410189,"Λοιπές Πωλήσεις Αγαθών",1.000.000,,
1410189001,"Λοιπές Πωλήσεις Αγαθών",1.000.000,,
142,"Παροχή υπηρεσιών",243.000.000,,
14202,"Παροχή υπηρεσιών εκπαίδευσης",1.000.000,,
1420201,"Έσοδα ΥΠΑ από παροχή υπηρεσιών εκπαίδευσης",1.000.000,,
1420201001,"Έσοδα ΥΠΑ από παροχή υπηρεσιών εκπαίδευσης",1.000.000,,
14203,"Παροχή δικαστικών υπηρεσιών",41.000.000,,
1420301,"Δικαστικά έξοδα επιβαλλόμενα από τα ποινικά δικαστήρια",7.000.000,,
1420301001,"Δικαστικά έξοδα επιβαλλόμενα από τα ποινικά δικαστήρια",7.000.000,,
1420302,"Αντίτιμο δικαστικού ενσήμου σε αγωγές και προσωρινά μέτρα",33.000.000,,
1420302001,"Αντίτιμο δικαστικού ενσήμου σε αγωγές και προσωρινά μέτρα",33.000.000,,
1420389,"Λοιπά έσοδα από παροχή δικαστικών υπηρεσιών",1.000.000,,
1420389001,"Λοιπά έσοδα από παροχή δικαστικών υπηρεσιών",1.000.000,,
14204,"Παροχή υπηρεσιών ελέγχου",119.000.000,,
1420401,"Έσοδα από την παροχή τελωνειακών υπηρεσιών",113.000.000,,
1420401001,"Έσοδα από την παροχή τελωνειακών υπηρεσιών",113.000.000,,
1420402,"Έσοδα από τη διενέργεια γεωτεχνικών ελέγχων",3.000.000,,
1420402001,"Έσοδα από τη διενέργεια γεωτεχνικών ελέγχων",3.000.000,,
1420403,"Έσοδα από τη διενέργεια χημικών ελέγχων",1.000.000,,
1420403001,"Έσοδα από τη διενέργεια χημικών ελέγχων",1.000.000,,
1420489,"Λοιπά έσοδα από υπηρεσίες ελέγχου",2.000.000,,
1420489001,"Λοιπά έσοδα από υπηρεσίες ελέγχου",2.000.000,,
14206,"Παροχή υπηρεσιών από τα προξενεία",51.000.000,,
1420601,"Τέλη και λοιπά έσοδα έμμισθων προξενείων",50.000.000,,
1420601001,"Τέλη και λοιπά έσοδα έμμισθων προξενείων",50.000.000,,
1420603,"Προξενικά ναυτιλιακά τέλη",1.000.000,,
1420603001,"Προξενικά ναυτιλιακά τέλη",1.000.000,,
14209,"Λοιπές παρεχόμενες υπηρεσίες",31.000.000,,
1420901,"Έσοδα ΥΠΑ από τέλη χρήσης αερολιμένων",5.000.000,,
1420901001,"Έσοδα ΥΠΑ από τέλη χρήσης αερολιμένων",5.000.000,,
1420989,"Έσοδα από προσφορά λοιπών υπηρεσιών",26.000.000,,
1420989001,"Έσοδα από προσφορά λοιπών υπηρεσιών",26.000.000,,
143,"Μισθώματα",79.000.000,,
14301,"Μισθώματα κτιρίων και υποδομών",77.000.000,,
1430101,"Έσοδα ΥΠΑ από Μισθώματα",7.000.000,,
1430101001,"Έσοδα ΥΠΑ από Μισθώματα",7.000.000,,
1430189,"Λοιπά μισθώματα κτιρίων και υποδομών",70.000.000,,
1430189001,"Λοιπά μισθώματα κτιρίων και υποδομών",70.000.000,,
14309,"Λοιπά μισθώματα",2.000.000,,
1430989,"Έσοδα από λοιπά μισθώματα",2.000.000,,
1430989001,"Έσοδα από λοιπά μισθώματα",2.000.000,,
144,"Προμήθειες",190.000.000,,
14401,"Προμήθειες σε εισπράξεις-πληρωμές υπέρ τρίτων",80.000.000,,
1440101,"Προμήθειες είσπραξης ιδίων πόρων για λογαριασμό της Ε.Ε.",64.000.000,,
1440101001,"Προμήθειες είσπραξης ιδίων πόρων για λογαριασμό της Ε.Ε.",64.000.000,,
1440103,"Προμήθειες για βεβαίωση και είσπραξη εσόδων τρίτων",16.000.000,,
1440103001,"Προμήθειες για βεβαίωση και είσπραξη εσόδων τρίτων",16.000.000,,
14402,"Προμήθειες για παροχή εγγυήσεων (πλην τραπεζών)",78.000.000,,
1440201,"Προμήθειες λόγω παροχής της εγγύησης του Ελληνικού Δημοσίου",63.000.000,,
1440201001,"Προμήθειες λόγω παροχής της εγγύησης του Ελληνικού Δημοσίου",63.000.000,,
1440202,"Προμήθειες λόγω παροχής της Εγγύησης του Ελληνικού Δημοσίου στην ΕΤΕπ για επενδυτικά προγράμματα",15.000.000,,
1440202001,"Προμήθειες λόγω παροχής της Εγγύησης του Ελληνικού Δημοσίου στην ΕΤΕπ για επενδυτικά προγράμματα",15.000.000,,
