Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
1150601,"Φόρος πλοίων",233.000.000,,
1150601001,"Φόρος πλοίων",233.000.000,,
1150602,"Φόρος επί των τόκων των καταθέσεων  συμφωνιών επαναγοράς  ομολόγων κ.λπ.",658.000.000,,
1150602001,"Φόρος επί των τόκων των καταθέσεων  συμφωνιών επαναγοράς  ομολόγων κ.λπ.",658.000.000,,
1150604,"Φόρος στο εισόδημα νομικών προσώπων μη κερδοσκοπικού χαρακτήρα - εκκαθάριση δηλώσεων",43.000.000,,
1150604001,"Φόρος στο εισόδημα νομικών προσώπων μη κερδοσκοπικού χαρακτήρα - εκκαθάριση δηλώσεων",43.000.000,,
1150605,"Φόρος στο εισόδημα νομικών προσώπων μη κερδοσκοπικού χαρακτήρα - προκαταβολή",59.000.000,,
1150605001,"Φόρος στο εισόδημα νομικών προσώπων μη κερδοσκοπικού χαρακτήρα - προκαταβολή",59.000.000,,
1150689,"Λοιποί φόροι εισοδήματος ειδικών κατηγοριών",589.000.000,,
1150689001,"Λοιποί φόροι εισοδήματος ειδικών κατηγοριών",589.000.000,,
116,"Φόροι κεφαλαίου",232.000.000,,
11601,"Φόροι κληρονομιών  γονικών παροχών και δωρεών",232.000.000,,
1160101,"Φόροι και τέλη κληρονομιών",178.000.000,,
1160101001,"Φόροι και τέλη κληρονομιών",178.000.000,,
1160102,"Φόροι και τέλη δωρεών  γονικών και λοιπών παροχών",54.000.000,,
1160102001,"Φόροι και τέλη δωρεών  γονικών και λοιπών παροχών",54.000.000,,
119,"Λοιποί τρέχοντες φόροι",1.367.000.000,,
11901,"Φόροι οχημάτων",1.260.000.000,,
1190101,"Τέλη κυκλοφορίας",1.255.000.000,,
1190101001,"Τέλη κυκλοφορίας",1.255.000.000,,
1190189,"Λοιπά τέλη και εισφορές στα οχήματα",5.000.000,,
1190189001,"Λοιπά τέλη και εισφορές στα οχήματα",5.000.000,,
11902,"Τρέχοντες φόροι επί κινητής περιουσίας",39.000.000,,
1190201,"Φόρος πολυτελούς διαβίωσης",39.000.000,,
1190201001,"Φόρος πολυτελούς διαβίωσης",39.000.000,,
11903,"Γενικές και ειδικές άδειες νοικοκυριών",68.000.000,,
1190301,"Έσοδα από ιατρικές εξετάσεις οδηγών",68.000.000,,
1190301001,"Έσοδα από ιατρικές εξετάσεις οδηγών",68.000.000,,
12,"Κοινωνικές εισφορές",60.000.000,,
122,"Λοιπές κοινωνικές εισφορές",60.000.000,,
12201,"Εισφορές εργαζομένων",60.000.000,,
1220101,"Εισφορές εργαζομένων για συνταξιοδότηση από το Δημόσιο",1.000.000,,
1220101001,"Εισφορές εργαζομένων για συνταξιοδότηση από το Δημόσιο",1.000.000,,
1220102,"Εισφορές εργαζομένων για παροχές υγείας από το Δημόσιο",59.000.000,,
1220102001,"Εισφορές εργαζομένων για παροχές υγείας από το Δημόσιο",59.000.000,,
13,"Μεταβιβάσεις",8.131.000.000,,
131,"Τρέχουσες εγχώριες μεταβιβάσεις",322.000.000,,
13108,"Μεταβιβάσεις από λοιπά νομικά πρόσωπα",322.000.000,,
1310801,"Μέρισμα ΕΕΤΤ",19.000.000,,
1310801001,"Μέρισμα ΕΕΤΤ",19.000.000,,
1310803,"Έσοδα από πλειστηριασμούς αδιάθετων δικαιωμάτων εκπομπών αερίων θερμοκηπίου",250.000.000,,
1310803001,"Έσοδα από πλειστηριασμούς αδιάθετων δικαιωμάτων εκπομπών αερίων θερμοκηπίου",250.000.000,,
1310889,"Λοιπές μεταβιβάσεις από νομικά πρόσωπα",53.000.000,,
1310889001,"Λοιπές μεταβιβάσεις από νομικά πρόσωπα",53.000.000,,
132,"Τρέχουσες μεταβιβάσεις από οργανισμούς και κράτη-μέλη της Ε.Ε",15.000.000,,
13201,"Τρέχουσες μεταβιβάσεις από τα Κοινοτικά Ταμεία",15.000.000,,
1320189,"Λοιπές τρέχουσες μεταβιβάσεις από τα κοινοτικά ταμεία",15.000.000,,
1320189001,"Λοιπές τρέχουσες μεταβιβάσεις από τα κοινοτικά ταμεία",15.000.000,,
133,"Τρέχουσες μεταβιβάσεις από φορείς του εξωτερικού",8.000.000,,
13301,"Τρέχουσες μεταβιβάσεις από Διεθνείς Οργανισμούς",1.000.000,,
1330102,"Εισφορές Ν.Α.Τ.Ο. για δαπάνες λειτουργίας και συντήρησης σταθμού FΟRΑCS Κρήτης",1.000.000,,
1330102001,"Εισφορές Ν.Α.Τ.Ο. για δαπάνες λειτουργίας και συντήρησης σταθμού FΟRΑCS Κρήτης",1.000.000,,
13309,"Τρέχουσες μεταβιβάσεις από λοιπούς φορείς του εξωτερικού",7.000.000,,
1330901,"Μεταβιβάσεις από ξένες χώρες",7.000.000,,
1330901001,"Μεταβιβάσεις από ξένες χώρες",7.000.000,,
134,"Επιχορηγήσεις επενδύσεων εσωτερικού",35.000.000,,
13409,"Λοιπές Επιχορηγήσεις επενδύσεων",35.000.000,,
1340901,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",35.000.000,,
1340901001,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",35.000.000,,
135,"Επιχορηγήσεις επενδύσεων από την Ε.Ε.",7.645.000.000,,
13501,"Επιχορηγήσεις επενδύσεων από κοινοτικά ταμεία",7.645.000.000,,
1350101,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.308.000.000,,
1350101001,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.308.000.000,,
1350103,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",1.133.000.000,,
1350103001,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",1.133.000.000,,
1350104,"Απολήψεις από το Ταμείο Συνοχής",702.000.000,,
1350104001,"Απολήψεις από το Ταμείο Συνοχής",702.000.000,,
1350106,"Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο",602.000.000,,
1350106001,"Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο",602.000.000,,
1350107,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",58.000.000,,
1350107001,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",58.000.000,,
1350108,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",167.000.000,,
1350108001,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",167.000.000,,
1350109,"Απολήψεις από το Ταμείο Ανάκαμψης και Ανθεκτικότητας",3.455.000.000,,
1350109001,"Απολήψεις από το Ταμείο Ανάκαμψης και Ανθεκτικότητας",3.455.000.000,,
1350189,"Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων προγραμμάτων",220.000.000,,
1350189001,"Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων προγραμμάτων",220.000.000,,
139,"Λοιπές κεφαλαιακές μεταβιβάσεις",106.000.000,,
13901,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",61.000.000,,
1390101,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",55.000.000,,
1390101001,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",55.000.000,,
1390189,"Λοιπά έσοδα από καταπτώσεις εγγυήσεων",6.000.000,,
1390189001,"Λοιπά έσοδα από καταπτώσεις εγγυήσεων",6.000.000,,
13904,"Έσοδα από δωρεές",7.000.000,,
1390489,"Έσοδα από κάθε χαριστική πράξη υπέρ του Δημοσίου",7.000.000,,
1390489001,"Έσοδα από κάθε χαριστική πράξη υπέρ του Δημοσίου",7.000.000,,
13909,"Έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις",38.000.000,,
1390902,"Έσοδα από την περιέλευση αδρανών καταθέσεων στο Ελληνικό Δημόσιο",37.000.000,,
1390902001,"Έσοδα από την περιέλευση αδρανών καταθέσεων στο Ελληνικό Δημόσιο",37.000.000,,
1390989,"Λοιπά έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις",1.000.000,,
1390989001,"Λοιπά έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις",1.000.000,,
14,"Πωλήσεις αγαθών και υπηρεσιών",2.405.000.000,,
141,"Πωλήσεις αγαθών",2.000.000,,
14101,"Πωλήσεις αγαθών",2.000.000,,
1410189,"Λοιπές Πωλήσεις Αγαθών",2.000.000,,
1410189001,"Λοιπές Πωλήσεις Αγαθών",2.000.000,,
142,"Παροχή υπηρεσιών",338.000.000,,
14202,"Παροχή υπηρεσιών εκπαίδευσης",1.000.000,,
1420201,"Έσοδα ΥΠΑ από παροχή υπηρεσιών εκπαίδευσης",1.000.000,,
1420201001,"Έσοδα ΥΠΑ από παροχή υπηρεσιών εκπαίδευσης",1.000.000,,
14203,"Παροχή δικαστικών υπηρεσιών",45.000.000,,
1420301,"Δικαστικά έξοδα επιβαλλόμενα από τα ποινικά δικαστήρια",6.000.000,,
1420301001,"Δικαστικά έξοδα επιβαλλόμενα από τα ποινικά δικαστήρια",6.000.000,,
1420302,"Αντίτιμο δικαστικού ενσήμου σε αγωγές και προσωρινά μέτρα",38.000.000,,
1420302001,"Αντίτιμο δικαστικού ενσήμου σε αγωγές και προσωρινά μέτρα",38.000.000,,
1420389,"Λοιπά έσοδα από παροχή δικαστικών υπηρεσιών",1.000.000,,
1420389001,"Λοιπά έσοδα από παροχή δικαστικών υπηρεσιών",1.000.000,,
14204,"Παροχή υπηρεσιών ελέγχου",137.000.000,,
1420401,"Έσοδα από την παροχή τελωνειακών υπηρεσιών",130.000.000,,
1420401001,"Έσοδα από την παροχή τελωνειακών υπηρεσιών",130.000.000,,
1420402,"Έσοδα από τη διενέργεια γεωτεχνικών ελέγχων",3.000.000,,
1420402001,"Έσοδα από τη διενέργεια γεωτεχνικών ελέγχων",3.000.000,,
1420403,"Έσοδα από τη διενέργεια χημικών ελέγχων",1.000.000,,
1420403001,"Έσοδα από τη διενέργεια χημικών ελέγχων",1.000.000,,
1420489,"Λοιπά έσοδα από υπηρεσίες ελέγχου",3.000.000,,
1420489001,"Λοιπά έσοδα από υπηρεσίες ελέγχου",3.000.000,,
14206,"Παροχή υπηρεσιών από τα προξενεία",70.000.000,,
1420601,"Τέλη και λοιπά έσοδα έμμισθων προξενείων",70.000.000,,
1420601001,"Τέλη και λοιπά έσοδα έμμισθων προξενείων",70.000.000,,
14209,"Λοιπές παρεχόμενες υπηρεσίες",85.000.000,,
1420901,"Έσοδα ΥΠΑ από τέλη χρήσης αερολιμένων",3.000.000,,
1420901001,"Έσοδα ΥΠΑ από τέλη χρήσης αερολιμένων",3.000.000,,
1420989,"Έσοδα από προσφορά λοιπών υπηρεσιών",82.000.000,,
1420989001,"Έσοδα από προσφορά λοιπών υπηρεσιών",82.000.000,,
143,"Μισθώματα",1.418.000.000,,
14301,"Μισθώματα κτιρίων και υποδομών",1.418.000.000,,
1430101,"Έσοδα ΥΠΑ από Μισθώματα",8.000.000,,
1430101001,"Έσοδα ΥΠΑ από Μισθώματα",8.000.000,,
1430189,"Λοιπά μισθώματα κτιρίων και υποδομών",1.410.000.000,,
1430189001,"Λοιπά μισθώματα κτιρίων και υποδομών",1.410.000.000,,
144,"Προμήθειες",445.000.000,,
14401,"Προμήθειες σε εισπράξεις-πληρωμές υπέρ τρίτων",111.000.000,,
1440101,"Προμήθειες είσπραξης ιδίων πόρων για λογαριασμό της Ε.Ε.",90.000.000,,
