Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
1160102001,"Φόροι και τέλη δωρεών  γονικών και λοιπών παροχών",23.000.000,,
119,"Λοιποί τρέχοντες φόροι",1.333.000.000,,
11901,"Φόροι οχημάτων",1.233.000.000,,
1190101,"Τέλη κυκλοφορίας",1.227.000.000,,
1190101001,"Τέλη κυκλοφορίας",1.227.000.000,,
1190189,"Λοιπά τέλη και εισφορές στα οχήματα",6.000.000,,
1190189001,"Λοιπά τέλη και εισφορές στα οχήματα",6.000.000,,
11902,"Τρέχοντες φόροι επί κινητής περιουσίας",34.000.000,,
1190201,"Φόρος πολυτελούς διαβίωσης",34.000.000,,
1190201001,"Φόρος πολυτελούς διαβίωσης",34.000.000,,
11903,"Γενικές και ειδικές άδειες νοικοκυριών",48.000.000,,
1190301,"Έσοδα από ιατρικές εξετάσεις οδηγών",48.000.000,,
1190301001,"Έσοδα από ιατρικές εξετάσεις οδηγών",48.000.000,,
11909,"Διάφοροι άλλοι τρέχοντες φόροι",18.000.000,,
1190901,"Λοιπά μη ταξινομημένα φορολογικά έσοδα",18.000.000,,
1190901001,"Λοιπά μη ταξινομημένα φορολογικά έσοδα",18.000.000,,
12,"Κοινωνικές εισφορές",55.000.000,,
122,"Λοιπές κοινωνικές εισφορές",55.000.000,,
12201,"Εισφορές εργαζομένων",55.000.000,,
1220101,"Εισφορές εργαζομένων για συνταξιοδότηση από το Δημόσιο",3.000.000,,
1220101001,"Εισφορές εργαζομένων για συνταξιοδότηση από το Δημόσιο",3.000.000,,
1220102,"Εισφορές εργαζομένων για παροχές υγείας από το Δημόσιο",52.000.000,,
1220102001,"Εισφορές εργαζομένων για παροχές υγείας από το Δημόσιο",52.000.000,,
13,"Μεταβιβάσεις",7.376.000.000,,
131,"Τρέχουσες εγχώριες μεταβιβάσεις",45.000.000,,
13108,"Μεταβιβάσεις από λοιπά νομικά πρόσωπα",45.000.000,,
1310801,"Μέρισμα ΕΕΤΤ",24.000.000,,
1310801001,"Μέρισμα ΕΕΤΤ",24.000.000,,
1310889,"Λοιπές μεταβιβάσεις από νομικά πρόσωπα",21.000.000,,
1310889001,"Λοιπές μεταβιβάσεις από νομικά πρόσωπα",21.000.000,,
132,"Τρέχουσες μεταβιβάσεις από οργανισμούς και κράτη-μέλη της Ε.Ε",15.000.000,,
13201,"Τρέχουσες μεταβιβάσεις από τα Κοινοτικά Ταμεία",15.000.000,,
1320189,"Λοιπές τρέχουσες μεταβιβάσεις από τα κοινοτικά ταμεία",15.000.000,,
1320189001,"Λοιπές τρέχουσες μεταβιβάσεις από τα κοινοτικά ταμεία",15.000.000,,
133,"Τρέχουσες μεταβιβάσεις από φορείς του εξωτερικού",2.000.000,,
13301,"Τρέχουσες μεταβιβάσεις από Διεθνείς Οργανισμούς",1.000.000,,
1330189,"Λοιπές τρέχουσες μεταβιβάσεις από Διεθνείς Οργανισμούς",1.000.000,,
1330189001,"Λοιπές τρέχουσες μεταβιβάσεις από Διεθνείς Οργανισμούς",1.000.000,,
13309,"Τρέχουσες μεταβιβάσεις από λοιπούς φορείς του εξωτερικού",1.000.000,,
1330901,"Μεταβιβάσεις από ξένες χώρες",1.000.000,,
1330901001,"Μεταβιβάσεις από ξένες χώρες",1.000.000,,
134,"Επιχορηγήσεις επενδύσεων εσωτερικού",30.000.000,,
13409,"Λοιπές Επιχορηγήσεις επενδύσεων",30.000.000,,
1340901,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",30.000.000,,
1340901001,"Έσοδα από συνεισφορές για εκτέλεση έργων επενδύσεων",30.000.000,,
135,"Επιχορηγήσεις επενδύσεων από την Ε.Ε.",7.236.000.000,,
13501,"Επιχορηγήσεις επενδύσεων από κοινοτικά ταμεία",7.236.000.000,,
1350101,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.681.000.000,,
1350101001,"Απολήψεις από το Ταμείο Περιφερειακής Ανάπτυξης",1.681.000.000,,
1350103,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",650.000.000,,
1350103001,"Απολήψεις από το Ευρωπαϊκό Γεωργικό Ταμείο Αγροτικής Ανάπτυξης",650.000.000,,
1350104,"Απολήψεις από το Ταμείο Συνοχής",441.000.000,,
1350104001,"Απολήψεις από το Ταμείο Συνοχής",441.000.000,,
1350106,"Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο",863.000.000,,
1350106001,"Απολήψεις από το Ευρωπαϊκό Κοινωνικό Ταμείο",863.000.000,,
1350107,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",62.000.000,,
1350107001,"Απολήψεις από το Ευρωπαϊκό Ταμείο Θαλάσσιας Αλιείας (ΕΤΘΑ)",62.000.000,,
1350108,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",45.000.000,,
1350108001,"Απολήψεις από τα Ταμεία Ασύλου  Μετανάστευσης και Ένταξης και Εσωτερικής Ασφάλειας",45.000.000,,
1350109,"Απολήψεις από το Ταμείο Ανάκαμψης και Ανθεκτικότητας",3.436.000.000,,
1350109001,"Απολήψεις από το Ταμείο Ανάκαμψης και Ανθεκτικότητας",3.436.000.000,,
1350189,"Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων προγραμμάτων",58.000.000,,
1350189001,"Λοιπές Απολήψεις για τη μελέτη ή εκτέλεση διαφόρων προγραμμάτων",58.000.000,,
139,"Λοιπές κεφαλαιακές μεταβιβάσεις",48.000.000,,
13901,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",30.000.000,,
1390101,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",25.000.000,,
1390101001,"Έσοδα από επιστροφές καταπτώσεων εγγυήσεων",25.000.000,,
1390189,"Λοιπά έσοδα από καταπτώσεις εγγυήσεων",5.000.000,,
1390189001,"Λοιπά έσοδα από καταπτώσεις εγγυήσεων",5.000.000,,
13904,"Έσοδα από δωρεές",7.000.000,,
1390489,"Έσοδα από κάθε χαριστική πράξη υπέρ του Δημοσίου",7.000.000,,
1390489001,"Έσοδα από κάθε χαριστική πράξη υπέρ του Δημοσίου",7.000.000,,
13909,"Έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις",11.000.000,,
1390902,"Έσοδα από την περιέλευση αδρανών καταθέσεων στο Ελληνικό Δημόσιο",9.000.000,,
1390902001,"Έσοδα από την περιέλευση αδρανών καταθέσεων στο Ελληνικό Δημόσιο",9.000.000,,
1390989,"Λοιπά έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις",2.000.000,,
1390989001,"Λοιπά έσοδα από λοιπές κεφαλαιακές μεταβιβάσεις",2.000.000,,
14,"Πωλήσεις αγαθών και υπηρεσιών",2.092.000.000,,
141,"Πωλήσεις αγαθών",2.000.000,,
14101,"Πωλήσεις αγαθών",2.000.000,,
1410189,"Λοιπές Πωλήσεις Αγαθών",2.000.000,,
1410189001,"Λοιπές Πωλήσεις Αγαθών",2.000.000,,
142,"Παροχή υπηρεσιών",191.000.000,,
14203,"Παροχή δικαστικών υπηρεσιών",39.000.000,,
1420301,"Δικαστικά έξοδα επιβαλλόμενα από τα ποινικά δικαστήρια",5.000.000,,
1420301001,"Δικαστικά έξοδα επιβαλλόμενα από τα ποινικά δικαστήρια",5.000.000,,
1420302,"Αντίτιμο δικαστικού ενσήμου σε αγωγές και προσωρινά μέτρα",33.000.000,,
1420302001,"Αντίτιμο δικαστικού ενσήμου σε αγωγές και προσωρινά μέτρα",33.000.000,,
1420389,"Λοιπά έσοδα από παροχή δικαστικών υπηρεσιών",1.000.000,,
1420389001,"Λοιπά έσοδα από παροχή δικαστικών υπηρεσιών",1.000.000,,
14204,"Παροχή υπηρεσιών ελέγχου",97.000.000,,
1420401,"Έσοδα από την παροχή τελωνειακών υπηρεσιών",92.000.000,,
1420401001,"Έσοδα από την παροχή τελωνειακών υπηρεσιών",92.000.000,,
1420402,"Έσοδα από τη διενέργεια γεωτεχνικών ελέγχων",3.000.000,,
1420402001,"Έσοδα από τη διενέργεια γεωτεχνικών ελέγχων",3.000.000,,
1420489,"Λοιπά έσοδα από υπηρεσίες ελέγχου",2.000.000,,
1420489001,"Λοιπά έσοδα από υπηρεσίες ελέγχου",2.000.000,,
14206,"Παροχή υπηρεσιών από τα προξενεία",35.000.000,,
1420601,"Τέλη και λοιπά έσοδα έμμισθων προξενείων",35.000.000,,
1420601001,"Τέλη και λοιπά έσοδα έμμισθων προξενείων",35.000.000,,
14209,"Λοιπές παρεχόμενες υπηρεσίες",20.000.000,,
1420901,"Έσοδα ΥΠΑ από τέλη χρήσης αερολιμένων",1.000.000,,
1420901001,"Έσοδα ΥΠΑ από τέλη χρήσης αερολιμένων",1.000.000,,
1420989,"Έσοδα από προσφορά λοιπών υπηρεσιών",19.000.000,,
1420989001,"Έσοδα από προσφορά λοιπών υπηρεσιών",19.000.000,,
143,"Μισθώματα",1.516.000.000,,
14301,"Μισθώματα κτιρίων και υποδομών",1.515.000.000,,
1430101,"Έσοδα ΥΠΑ από Μισθώματα",4.000.000,,
1430101001,"Έσοδα ΥΠΑ από Μισθώματα",4.000.000,,
1430189,"Λοιπά μισθώματα κτιρίων και υποδομών",1.511.000.000,,
1430189001,"Λοιπά μισθώματα κτιρίων και υποδομών",1.511.000.000,,
14309,"Λοιπά μισθώματα",1.000.000,,
1430901,"Έσοδα από μισθώματα μέσω Εταιρείας Ακινήτων Δημοσίου (Ε.Τ.Α.Δ.) Α.Ε.",1.000.000,,
1430901001,"Έσοδα από μισθώματα γενικά μέσω Εταιρείας Ακινήτων Δημοσίου (Ε.Τ.Α.Δ.) Α.Ε.",1.000.000,,
144,"Προμήθειες",251.000.000,,
14401,"Προμήθειες σε εισπράξεις-πληρωμές υπέρ τρίτων",89.000.000,,
1440101,"Προμήθειες είσπραξης ιδίων πόρων για λογαριασμό της Ε.Ε.",74.000.000,,
1440101001,"Προμήθειες είσπραξης ιδίων πόρων για λογαριασμό της Ε.Ε.",74.000.000,,
1440103,"Προμήθειες για βεβαίωση και είσπραξη εσόδων τρίτων",15.000.000,,
1440103001,"Προμήθειες για βεβαίωση και είσπραξη εσόδων τρίτων",15.000.000,,
14402,"Προμήθειες για παροχή εγγυήσεων (πλην τραπεζών)",136.000.000,,
1440201,"Προμήθειες λόγω παροχής της εγγύησης του Ελληνικού Δημοσίου",120.000.000,,
1440201001,"Προμήθειες λόγω παροχής της εγγύησης του Ελληνικού Δημοσίου",120.000.000,,
1440202,"Προμήθειες λόγω παροχής της Εγγύησης του Ελληνικού Δημοσίου στην ΕΤΕπ για επενδυτικά προγράμματα",16.000.000,,
1440202001,"Προμήθειες λόγω παροχής της Εγγύησης του Ελληνικού Δημοσίου στην ΕΤΕπ για επενδυτικά προγράμματα",16.000.000,,
14403,"Προμήθειες από σχήματα στήριξης τραπεζών",26.000.000,,
1440305,"Προμήθειες εγγυημένης αναβαλλόμενης φορολογικής απαίτησης",26.000.000,,
1440305001,"Προμήθειες εγγυημένης αναβαλλόμενης φορολογικής απαίτησης",26.000.000,,
145,"Διοικητικές αμοιβές",130.000.000,,
14501,"Παράβολα",130.000.000,,
1450101,"Παράβολα για τη χορήγηση και ανανέωση αδειών διαμονής αλλοδαπών",20.000.000,,
1450101001,"Παράβολα για τη χορήγηση και ανανέωση αδειών διαμονής αλλοδαπών",20.000.000,,
